enviro,observer,task,ori,offset,proportion_correct,date
web,p69,temporal,cardinal,1.14,0.9,2021-11-14_23h20
web,p69,temporal,cardinal,1.14,0.7,2021-11-10_13h56
web,p69,temporal,cardinal,1.14,0.7,2021-11-14_13h58
web,p69,temporal,cardinal,1.14,0.8,2021-11-14_21h18
web,p69,temporal,cardinal,1.14,0.8,2021-11-14_21h30
web,p69,temporal,cardinal,1.14,0.8,2021-11-14_22h57
web,p69,temporal,cardinal,1.14,0.9,2021-11-14_23h10
web,p69,temporal,cardinal,1.71,0.8,2021-11-10_16h55
web,p69,temporal,cardinal,1.71,0.9,2021-11-14_13h49
web,p69,temporal,cardinal,1.71,1.0,2021-11-14_14h50
web,p69,temporal,cardinal,1.71,0.8,2021-11-14_21h35
web,p69,temporal,cardinal,1.71,0.9,2021-11-14_23h20
web,p69,temporal,cardinal,1.71,1.0,2021-11-10_13h56
web,p69,temporal,cardinal,1.71,0.9,2021-11-14_13h58
web,p69,temporal,cardinal,1.71,0.9,2021-11-14_21h18
web,p69,temporal,cardinal,1.71,1.0,2021-11-14_21h30
web,p69,temporal,cardinal,1.71,0.8,2021-11-14_22h57
web,p69,temporal,cardinal,1.71,0.9,2021-11-14_23h10
web,p69,temporal,cardinal,2.29,0.9,2021-11-10_16h55
web,p69,temporal,cardinal,2.29,0.9,2021-11-14_13h49
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_14h50
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_21h35
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_23h20
web,p69,temporal,cardinal,2.29,0.8,2021-11-10_13h56
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_13h58
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_21h18
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_21h30
web,p69,temporal,cardinal,2.29,0.8,2021-11-14_22h57
web,p69,temporal,cardinal,2.29,1.0,2021-11-14_23h10
web,p69,temporal,cardinal,2.86,0.9,2021-11-10_16h55
web,p69,temporal,cardinal,2.86,0.9,2021-11-14_13h49
web,p69,temporal,cardinal,2.86,0.9,2021-11-14_14h50
web,p69,temporal,cardinal,2.86,0.8,2021-11-14_21h35
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_23h20
web,p69,temporal,cardinal,2.86,1.0,2021-11-10_13h56
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_13h58
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_21h18
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_21h30
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_22h57
web,p69,temporal,cardinal,2.86,1.0,2021-11-14_23h10
web,p69,temporal,cardinal,3.43,0.9,2021-11-10_16h55
web,p69,temporal,cardinal,3.43,0.9,2021-11-14_13h49
web,p69,temporal,cardinal,3.43,1.0,2021-11-14_14h50
web,p69,temporal,cardinal,3.43,0.9,2021-11-14_21h35
web,p69,temporal,cardinal,3.43,0.9,2021-11-14_23h20
web,p69,temporal,cardinal,3.43,0.9,2021-11-10_13h56
web,p69,temporal,cardinal,3.43,1.0,2021-11-14_13h58
web,p69,temporal,cardinal,3.43,1.0,2021-11-14_21h18
web,p69,temporal,cardinal,3.43,1.0,2021-11-14_21h30
web,p69,temporal,cardinal,3.43,1.0,2021-11-14_22h57
web,p69,temporal,cardinal,3.43,0.9,2021-11-14_23h10
web,p69,temporal,cardinal,4.0,0.8,2021-11-10_16h55
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_13h49
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_14h50
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_21h35
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_23h20
web,p69,temporal,cardinal,4.0,0.9,2021-11-10_13h56
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_13h58
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_21h18
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_21h30
web,p69,temporal,cardinal,4.0,0.9,2021-11-14_22h57
web,p69,temporal,cardinal,4.0,1.0,2021-11-14_23h10
web,p69,temporal,oblique,10.71,0.8,2021-11-10_16h34
web,p69,temporal,oblique,10.71,0.9,2021-11-14_14h10
web,p69,temporal,oblique,10.71,0.9,2021-11-14_21h45
web,p69,temporal,oblique,10.71,1.0,2021-11-14_23h29
web,p69,temporal,oblique,10.71,1.0,2021-11-14_23h59
web,p69,temporal,oblique,10.71,0.9,2021-11-10_17h04
web,p69,temporal,oblique,10.71,1.0,2021-11-11_13h54
web,p69,temporal,oblique,10.71,0.8,2021-11-14_21h07
web,p69,temporal,oblique,10.71,1.0,2021-11-14_21h58
web,p69,temporal,oblique,10.71,0.9,2021-11-14_23h41
web,p69,temporal,oblique,14.29,0.9,2021-11-10_16h34
web,p69,temporal,oblique,14.29,0.9,2021-11-14_14h10
web,p69,temporal,oblique,14.29,1.0,2021-11-14_21h45
web,p69,temporal,oblique,14.29,1.0,2021-11-14_23h29
web,p69,temporal,oblique,14.29,1.0,2021-11-14_23h59
web,p69,temporal,oblique,14.29,1.0,2021-11-10_17h04
web,p69,temporal,oblique,14.29,1.0,2021-11-11_13h54
web,p69,temporal,oblique,14.29,1.0,2021-11-14_21h07
web,p69,temporal,oblique,14.29,1.0,2021-11-14_21h58
web,p69,temporal,oblique,14.29,1.0,2021-11-14_23h41
web,p69,temporal,oblique,17.86,0.9,2021-11-10_16h34
web,p69,temporal,oblique,17.86,1.0,2021-11-14_14h10
web,p69,temporal,oblique,17.86,1.0,2021-11-14_21h45
web,p69,temporal,oblique,17.86,0.7,2021-11-14_23h29
web,p69,temporal,oblique,17.86,1.0,2021-11-14_23h59
web,p69,temporal,oblique,17.86,0.9,2021-11-10_17h04
web,p69,temporal,oblique,17.86,0.9,2021-11-11_13h54
web,p69,temporal,oblique,17.86,0.9,2021-11-14_21h07
web,p69,temporal,oblique,17.86,1.0,2021-11-14_21h58
web,p69,temporal,oblique,17.86,1.0,2021-11-14_23h41
web,p69,temporal,oblique,21.43,1.0,2021-11-10_16h34
web,p69,temporal,oblique,21.43,1.0,2021-11-14_14h10
web,p69,temporal,oblique,21.43,1.0,2021-11-14_21h45
web,p69,temporal,oblique,21.43,1.0,2021-11-14_23h29
web,p69,temporal,oblique,21.43,1.0,2021-11-14_23h59
web,p69,temporal,oblique,21.43,0.9,2021-11-10_17h04
web,p69,temporal,oblique,21.43,1.0,2021-11-11_13h54
web,p69,temporal,oblique,21.43,1.0,2021-11-14_21h07
web,p69,temporal,oblique,21.43,1.0,2021-11-14_21h58
web,p69,temporal,oblique,21.43,0.9,2021-11-14_23h41
web,p69,temporal,oblique,25.0,0.8,2021-11-10_16h34
web,p69,temporal,oblique,25.0,1.0,2021-11-14_14h10
web,p69,temporal,oblique,25.0,1.0,2021-11-14_21h45
web,p69,temporal,oblique,25.0,1.0,2021-11-14_23h29
web,p69,temporal,oblique,25.0,1.0,2021-11-14_23h59
web,p69,temporal,oblique,25.0,0.9,2021-11-10_17h04
web,p69,temporal,oblique,25.0,1.0,2021-11-11_13h54
web,p69,temporal,oblique,25.0,1.0,2021-11-14_21h07
web,p69,temporal,oblique,25.0,0.9,2021-11-14_21h58
web,p69,temporal,oblique,25.0,1.0,2021-11-14_23h41
web,p69,temporal,oblique,3.57,0.3,2021-11-10_16h34
web,p69,temporal,oblique,3.57,0.8,2021-11-14_14h10
web,p69,temporal,oblique,3.57,0.7,2021-11-14_21h45
web,p69,temporal,oblique,3.57,0.5,2021-11-14_23h29
web,p69,temporal,oblique,3.57,0.4,2021-11-14_23h59
web,p69,temporal,oblique,3.57,0.7,2021-11-10_17h04
web,p69,temporal,oblique,3.57,0.8,2021-11-11_13h54
web,p69,temporal,oblique,3.57,0.6,2021-11-14_21h07
web,p69,temporal,oblique,3.57,0.7,2021-11-14_21h58
web,p69,temporal,oblique,3.57,0.5,2021-11-14_23h41
web,p69,temporal,oblique,7.14,0.7,2021-11-10_16h34
web,p69,temporal,oblique,7.14,0.9,2021-11-14_14h10
web,p69,temporal,oblique,7.14,0.9,2021-11-14_21h45
web,p69,temporal,oblique,7.14,1.0,2021-11-14_23h29
web,p69,temporal,oblique,7.14,0.8,2021-11-14_23h59
web,p69,temporal,oblique,7.14,0.8,2021-11-10_17h04
web,p69,temporal,oblique,7.14,0.8,2021-11-11_13h54
web,p69,temporal,oblique,7.14,0.8,2021-11-14_21h07
web,p69,temporal,oblique,7.14,0.7,2021-11-14_21h58
web,p69,temporal,oblique,7.14,0.6,2021-11-14_23h41
web,p69,spatial,horizontal,0.57,0.6,2021-11-10_16h30
web,p69,spatial,horizontal,0.57,0.4,2021-11-11_13h31
web,p69,spatial,horizontal,0.57,0.5,2021-11-14_21h15
web,p69,spatial,horizontal,0.57,0.6,2021-11-14_22h29
web,p69,spatial,horizontal,0.57,0.7,2021-11-14_23h15
web,p69,spatial,horizontal,1.14,0.8,2021-11-10_16h30
web,p69,spatial,horizontal,1.14,0.6,2021-11-11_13h31
web,p69,spatial,horizontal,1.14,0.7,2021-11-14_21h15
web,p69,spatial,horizontal,1.14,0.4,2021-11-14_22h29
web,p69,spatial,horizontal,1.14,0.7,2021-11-14_23h15
web,p69,spatial,horizontal,1.71,0.7,2021-11-10_16h30
web,p69,spatial,horizontal,1.71,0.7,2021-11-11_13h31
web,p69,spatial,horizontal,1.71,0.7,2021-11-14_21h15
web,p69,spatial,horizontal,1.71,0.8,2021-11-14_22h29
web,p69,spatial,horizontal,1.71,0.9,2021-11-14_23h15
web,p69,spatial,horizontal,2.29,0.9,2021-11-10_16h30
web,p69,spatial,horizontal,2.29,0.8,2021-11-11_13h31
web,p69,spatial,horizontal,2.29,1.0,2021-11-14_21h15
web,p69,spatial,horizontal,2.29,1.0,2021-11-14_22h29
web,p69,spatial,horizontal,2.29,1.0,2021-11-14_23h15
web,p69,spatial,horizontal,2.86,1.0,2021-11-10_16h30
web,p69,spatial,horizontal,2.86,0.9,2021-11-11_13h31
web,p69,spatial,horizontal,2.86,1.0,2021-11-14_21h15
web,p69,spatial,horizontal,2.86,1.0,2021-11-14_22h29
web,p69,spatial,horizontal,2.86,1.0,2021-11-14_23h15
web,p69,spatial,horizontal,3.43,1.0,2021-11-10_16h30
web,p69,spatial,horizontal,3.43,1.0,2021-11-11_13h31
web,p69,spatial,horizontal,3.43,1.0,2021-11-14_21h15
web,p69,spatial,horizontal,3.43,1.0,2021-11-14_22h29
web,p69,spatial,horizontal,3.43,1.0,2021-11-14_23h15
web,p69,spatial,horizontal,4.0,1.0,2021-11-10_16h30
web,p69,spatial,horizontal,4.0,1.0,2021-11-11_13h31
web,p69,spatial,horizontal,4.0,1.0,2021-11-14_21h15
web,p69,spatial,horizontal,4.0,1.0,2021-11-14_22h29
web,p69,spatial,horizontal,4.0,1.0,2021-11-14_23h15
web,p69,spatial,vertical,0.57,0.4,2021-11-10_16h40
web,p69,spatial,vertical,0.57,0.3,2021-11-14_13h43
web,p69,spatial,vertical,0.57,0.7,2021-11-14_21h00
web,p69,spatial,vertical,0.57,0.4,2021-11-14_22h03
web,p69,spatial,vertical,0.57,0.5,2021-11-14_23h03
web,p69,spatial,vertical,1.14,0.5,2021-11-10_16h40
web,p69,spatial,vertical,1.14,0.7,2021-11-14_13h43
web,p69,spatial,vertical,1.14,0.9,2021-11-14_21h00
web,p69,spatial,vertical,1.14,0.8,2021-11-14_22h03
web,p69,spatial,vertical,1.14,0.4,2021-11-14_23h03
web,p69,spatial,vertical,1.71,0.9,2021-11-10_16h40
web,p69,spatial,vertical,1.71,0.8,2021-11-14_13h43
web,p69,spatial,vertical,1.71,0.9,2021-11-14_21h00
web,p69,spatial,vertical,1.71,0.8,2021-11-14_22h03
web,p69,spatial,vertical,1.71,0.8,2021-11-14_23h03
web,p69,spatial,vertical,2.29,1.0,2021-11-10_16h40
web,p69,spatial,vertical,2.29,0.8,2021-11-14_13h43
web,p69,spatial,vertical,2.29,0.9,2021-11-14_21h00
web,p69,spatial,vertical,2.29,0.9,2021-11-14_22h03
web,p69,spatial,vertical,2.29,1.0,2021-11-14_23h03
web,p69,spatial,vertical,2.86,1.0,2021-11-10_16h40
web,p69,spatial,vertical,2.86,0.9,2021-11-14_13h43
web,p69,spatial,vertical,2.86,1.0,2021-11-14_21h00
web,p69,spatial,vertical,2.86,0.8,2021-11-14_22h03
web,p69,spatial,vertical,2.86,0.9,2021-11-14_23h03
web,p69,spatial,vertical,3.43,1.0,2021-11-10_16h40
web,p69,spatial,vertical,3.43,1.0,2021-11-14_13h43
web,p69,spatial,vertical,3.43,1.0,2021-11-14_21h00
web,p69,spatial,vertical,3.43,1.0,2021-11-14_22h03
web,p69,spatial,vertical,3.43,1.0,2021-11-14_23h03
web,p69,spatial,vertical,4.0,1.0,2021-11-10_16h40
web,p69,spatial,vertical,4.0,1.0,2021-11-14_13h43
web,p69,spatial,vertical,4.0,1.0,2021-11-14_21h00
web,p69,spatial,vertical,4.0,1.0,2021-11-14_22h03
web,p69,spatial,vertical,4.0,0.9,2021-11-14_23h03
web,p69,spatial,minus45,10.71,0.9,2021-11-10_17h00
web,p69,spatial,minus45,10.71,0.9,2021-11-14_14h15
web,p69,spatial,minus45,10.71,0.7,2021-11-14_21h22
web,p69,spatial,minus45,10.71,1.0,2021-11-14_21h26
web,p69,spatial,minus45,10.71,0.7,2021-11-14_21h51
web,p69,spatial,minus45,10.71,0.9,2021-11-14_22h49
web,p69,spatial,minus45,10.71,0.9,2021-11-14_23h25
web,p69,spatial,minus45,14.29,0.8,2021-11-10_17h00
web,p69,spatial,minus45,14.29,0.9,2021-11-14_14h15
web,p69,spatial,minus45,14.29,0.9,2021-11-14_21h22
web,p69,spatial,minus45,14.29,1.0,2021-11-14_21h26
web,p69,spatial,minus45,14.29,1.0,2021-11-14_21h51
web,p69,spatial,minus45,14.29,1.0,2021-11-14_22h49
web,p69,spatial,minus45,14.29,0.9,2021-11-14_23h25
web,p69,spatial,minus45,17.86,0.9,2021-11-10_17h00
web,p69,spatial,minus45,17.86,1.0,2021-11-14_14h15
web,p69,spatial,minus45,17.86,1.0,2021-11-14_21h22
web,p69,spatial,minus45,17.86,1.0,2021-11-14_21h26
web,p69,spatial,minus45,17.86,1.0,2021-11-14_21h51
web,p69,spatial,minus45,17.86,1.0,2021-11-14_22h49
web,p69,spatial,minus45,17.86,0.9,2021-11-14_23h25
web,p69,spatial,minus45,21.43,1.0,2021-11-10_17h00
web,p69,spatial,minus45,21.43,1.0,2021-11-14_14h15
web,p69,spatial,minus45,21.43,0.9,2021-11-14_21h22
web,p69,spatial,minus45,21.43,1.0,2021-11-14_21h26
web,p69,spatial,minus45,21.43,1.0,2021-11-14_21h51
web,p69,spatial,minus45,21.43,0.9,2021-11-14_22h49
web,p69,spatial,minus45,21.43,1.0,2021-11-14_23h25
web,p69,spatial,minus45,25.0,1.0,2021-11-10_17h00
web,p69,spatial,minus45,25.0,1.0,2021-11-14_14h15
web,p69,spatial,minus45,25.0,1.0,2021-11-14_21h22
web,p69,spatial,minus45,25.0,1.0,2021-11-14_21h26
web,p69,spatial,minus45,25.0,1.0,2021-11-14_21h51
web,p69,spatial,minus45,25.0,1.0,2021-11-14_22h49
web,p69,spatial,minus45,25.0,1.0,2021-11-14_23h25
web,p69,spatial,minus45,3.57,0.6,2021-11-10_17h00
web,p69,spatial,minus45,3.57,0.3,2021-11-14_14h15
web,p69,spatial,minus45,3.57,0.5,2021-11-14_21h22
web,p69,spatial,minus45,3.57,0.4,2021-11-14_21h26
web,p69,spatial,minus45,3.57,0.5,2021-11-14_21h51
web,p69,spatial,minus45,3.57,0.5,2021-11-14_22h49
web,p69,spatial,minus45,3.57,0.6,2021-11-14_23h25
web,p69,spatial,minus45,7.14,0.8,2021-11-10_17h00
web,p69,spatial,minus45,7.14,0.6,2021-11-14_14h15
web,p69,spatial,minus45,7.14,0.7,2021-11-14_21h22
web,p69,spatial,minus45,7.14,0.7,2021-11-14_21h26
web,p69,spatial,minus45,7.14,0.8,2021-11-14_21h51
web,p69,spatial,minus45,7.14,0.7,2021-11-14_22h49
web,p69,spatial,minus45,7.14,0.7,2021-11-14_23h25
web,p69,spatial,plus45,10.71,0.9,2021-11-10_16h51
web,p69,spatial,plus45,10.71,0.6,2021-11-14_13h54
web,p69,spatial,plus45,10.71,0.6,2021-11-14_14h02
web,p69,spatial,plus45,10.71,0.9,2021-11-14_22h53
web,p69,spatial,plus45,10.71,0.9,2021-11-14_23h35
web,p69,spatial,plus45,14.29,0.8,2021-11-10_16h51
web,p69,spatial,plus45,14.29,0.9,2021-11-14_13h54
web,p69,spatial,plus45,14.29,0.8,2021-11-14_14h02
web,p69,spatial,plus45,14.29,1.0,2021-11-14_22h53
web,p69,spatial,plus45,14.29,0.9,2021-11-14_23h35
web,p69,spatial,plus45,17.86,1.0,2021-11-10_16h51
web,p69,spatial,plus45,17.86,1.0,2021-11-14_13h54
web,p69,spatial,plus45,17.86,0.7,2021-11-14_14h02
web,p69,spatial,plus45,17.86,1.0,2021-11-14_22h53
web,p69,spatial,plus45,17.86,1.0,2021-11-14_23h35
web,p69,spatial,plus45,21.43,1.0,2021-11-10_16h51
web,p69,spatial,plus45,21.43,1.0,2021-11-14_13h54
web,p69,spatial,plus45,21.43,0.8,2021-11-14_14h02
web,p69,spatial,plus45,21.43,1.0,2021-11-14_22h53
web,p69,spatial,plus45,21.43,1.0,2021-11-14_23h35
web,p69,spatial,plus45,25.0,0.8,2021-11-10_16h51
web,p69,spatial,plus45,25.0,0.9,2021-11-14_13h54
web,p69,spatial,plus45,25.0,1.0,2021-11-14_14h02
web,p69,spatial,plus45,25.0,1.0,2021-11-14_22h53
web,p69,spatial,plus45,25.0,1.0,2021-11-14_23h35
web,p69,spatial,plus45,3.57,0.8,2021-11-10_16h51
web,p69,spatial,plus45,3.57,0.7,2021-11-14_13h54
web,p69,spatial,plus45,3.57,0.3,2021-11-14_14h02
web,p69,spatial,plus45,3.57,0.5,2021-11-14_22h53
web,p69,spatial,plus45,3.57,0.7,2021-11-14_23h35
web,p69,spatial,plus45,7.14,0.9,2021-11-10_16h51
web,p69,spatial,plus45,7.14,0.5,2021-11-14_13h54
web,p69,spatial,plus45,7.14,0.6,2021-11-14_14h02
web,p69,spatial,plus45,7.14,0.8,2021-11-14_22h53
web,p69,spatial,plus45,7.14,0.6,2021-11-14_23h35
web,p69,spatial,cardinal,0.57,0.6,2021-11-10_16h30
web,p69,spatial,cardinal,0.57,0.4,2021-11-11_13h31
web,p69,spatial,cardinal,0.57,0.5,2021-11-14_21h15
web,p69,spatial,cardinal,0.57,0.6,2021-11-14_22h29
web,p69,spatial,cardinal,0.57,0.7,2021-11-14_23h15
web,p69,spatial,cardinal,0.57,0.4,2021-11-10_16h40
web,p69,spatial,cardinal,0.57,0.3,2021-11-14_13h43
web,p69,spatial,cardinal,0.57,0.7,2021-11-14_21h00
web,p69,spatial,cardinal,0.57,0.4,2021-11-14_22h03
web,p69,spatial,cardinal,0.57,0.5,2021-11-14_23h03
web,p69,spatial,cardinal,1.14,0.8,2021-11-10_16h30
web,p69,spatial,cardinal,1.14,0.6,2021-11-11_13h31
web,p69,spatial,cardinal,1.14,0.7,2021-11-14_21h15
web,p69,spatial,cardinal,1.14,0.4,2021-11-14_22h29
web,p69,spatial,cardinal,1.14,0.7,2021-11-14_23h15
web,p69,spatial,cardinal,1.14,0.5,2021-11-10_16h40
web,p69,spatial,cardinal,1.14,0.7,2021-11-14_13h43
web,p69,spatial,cardinal,1.14,0.9,2021-11-14_21h00
web,p69,spatial,cardinal,1.14,0.8,2021-11-14_22h03
web,p69,spatial,cardinal,1.14,0.4,2021-11-14_23h03
web,p69,spatial,cardinal,1.71,0.7,2021-11-10_16h30
web,p69,spatial,cardinal,1.71,0.7,2021-11-11_13h31
web,p69,spatial,cardinal,1.71,0.7,2021-11-14_21h15
web,p69,spatial,cardinal,1.71,0.8,2021-11-14_22h29
web,p69,spatial,cardinal,1.71,0.9,2021-11-14_23h15
web,p69,spatial,cardinal,1.71,0.9,2021-11-10_16h40
web,p69,spatial,cardinal,1.71,0.8,2021-11-14_13h43
web,p69,spatial,cardinal,1.71,0.9,2021-11-14_21h00
web,p69,spatial,cardinal,1.71,0.8,2021-11-14_22h03
web,p69,spatial,cardinal,1.71,0.8,2021-11-14_23h03
web,p69,spatial,cardinal,2.29,0.9,2021-11-10_16h30
web,p69,spatial,cardinal,2.29,0.8,2021-11-11_13h31
web,p69,spatial,cardinal,2.29,1.0,2021-11-14_21h15
web,p69,spatial,cardinal,2.29,1.0,2021-11-14_22h29
web,p69,spatial,cardinal,2.29,1.0,2021-11-14_23h15
web,p69,spatial,cardinal,2.29,1.0,2021-11-10_16h40
web,p69,spatial,cardinal,2.29,0.8,2021-11-14_13h43
web,p69,spatial,cardinal,2.29,0.9,2021-11-14_21h00
web,p69,spatial,cardinal,2.29,0.9,2021-11-14_22h03
web,p69,spatial,cardinal,2.29,1.0,2021-11-14_23h03
web,p69,spatial,cardinal,2.86,1.0,2021-11-10_16h30
web,p69,spatial,cardinal,2.86,0.9,2021-11-11_13h31
web,p69,spatial,cardinal,2.86,1.0,2021-11-14_21h15
web,p69,spatial,cardinal,2.86,1.0,2021-11-14_22h29
web,p69,spatial,cardinal,2.86,1.0,2021-11-14_23h15
web,p69,spatial,cardinal,2.86,1.0,2021-11-10_16h40
web,p69,spatial,cardinal,2.86,0.9,2021-11-14_13h43
web,p69,spatial,cardinal,2.86,1.0,2021-11-14_21h00
web,p69,spatial,cardinal,2.86,0.8,2021-11-14_22h03
web,p69,spatial,cardinal,2.86,0.9,2021-11-14_23h03
web,p69,spatial,cardinal,3.43,1.0,2021-11-10_16h30
web,p69,spatial,cardinal,3.43,1.0,2021-11-11_13h31
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_21h15
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_22h29
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_23h15
web,p69,spatial,cardinal,3.43,1.0,2021-11-10_16h40
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_13h43
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_21h00
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_22h03
web,p69,spatial,cardinal,3.43,1.0,2021-11-14_23h03
web,p69,spatial,cardinal,4.0,1.0,2021-11-10_16h30
web,p69,spatial,cardinal,4.0,1.0,2021-11-11_13h31
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_21h15
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_22h29
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_23h15
web,p69,spatial,cardinal,4.0,1.0,2021-11-10_16h40
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_13h43
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_21h00
web,p69,spatial,cardinal,4.0,1.0,2021-11-14_22h03
web,p69,spatial,cardinal,4.0,0.9,2021-11-14_23h03
web,p69,spatial,oblique,10.71,0.9,2021-11-10_17h00
web,p69,spatial,oblique,10.71,0.9,2021-11-14_14h15
web,p69,spatial,oblique,10.71,0.7,2021-11-14_21h22
web,p69,spatial,oblique,10.71,1.0,2021-11-14_21h26
web,p69,spatial,oblique,10.71,0.7,2021-11-14_21h51
web,p69,spatial,oblique,10.71,0.9,2021-11-14_22h49
web,p69,spatial,oblique,10.71,0.9,2021-11-14_23h25
web,p69,spatial,oblique,10.71,0.9,2021-11-10_16h51
web,p69,spatial,oblique,10.71,0.6,2021-11-14_13h54
web,p69,spatial,oblique,10.71,0.6,2021-11-14_14h02
web,p69,spatial,oblique,10.71,0.9,2021-11-14_22h53
web,p69,spatial,oblique,10.71,0.9,2021-11-14_23h35
web,p69,spatial,oblique,14.29,0.8,2021-11-10_17h00
web,p69,spatial,oblique,14.29,0.9,2021-11-14_14h15
web,p69,spatial,oblique,14.29,0.9,2021-11-14_21h22
web,p69,spatial,oblique,14.29,1.0,2021-11-14_21h26
web,p69,spatial,oblique,14.29,1.0,2021-11-14_21h51
web,p69,spatial,oblique,14.29,1.0,2021-11-14_22h49
web,p69,spatial,oblique,14.29,0.9,2021-11-14_23h25
web,p69,spatial,oblique,14.29,0.8,2021-11-10_16h51
web,p69,spatial,oblique,14.29,0.9,2021-11-14_13h54
web,p69,spatial,oblique,14.29,0.8,2021-11-14_14h02
web,p69,spatial,oblique,14.29,1.0,2021-11-14_22h53
web,p69,spatial,oblique,14.29,0.9,2021-11-14_23h35
web,p69,spatial,oblique,17.86,0.9,2021-11-10_17h00
web,p69,spatial,oblique,17.86,1.0,2021-11-14_14h15
web,p69,spatial,oblique,17.86,1.0,2021-11-14_21h22
web,p69,spatial,oblique,17.86,1.0,2021-11-14_21h26
web,p69,spatial,oblique,17.86,1.0,2021-11-14_21h51
web,p69,spatial,oblique,17.86,1.0,2021-11-14_22h49
web,p69,spatial,oblique,17.86,0.9,2021-11-14_23h25
web,p69,spatial,oblique,17.86,1.0,2021-11-10_16h51
web,p69,spatial,oblique,17.86,1.0,2021-11-14_13h54
web,p69,spatial,oblique,17.86,0.7,2021-11-14_14h02
web,p69,spatial,oblique,17.86,1.0,2021-11-14_22h53
web,p69,spatial,oblique,17.86,1.0,2021-11-14_23h35
web,p69,spatial,oblique,21.43,1.0,2021-11-10_17h00
web,p69,spatial,oblique,21.43,1.0,2021-11-14_14h15
web,p69,spatial,oblique,21.43,0.9,2021-11-14_21h22
web,p69,spatial,oblique,21.43,1.0,2021-11-14_21h26
web,p69,spatial,oblique,21.43,1.0,2021-11-14_21h51
web,p69,spatial,oblique,21.43,0.9,2021-11-14_22h49
web,p69,spatial,oblique,21.43,1.0,2021-11-14_23h25
web,p69,spatial,oblique,21.43,1.0,2021-11-10_16h51
web,p69,spatial,oblique,21.43,1.0,2021-11-14_13h54
web,p69,spatial,oblique,21.43,0.8,2021-11-14_14h02
web,p69,spatial,oblique,21.43,1.0,2021-11-14_22h53
web,p69,spatial,oblique,21.43,1.0,2021-11-14_23h35
web,p69,spatial,oblique,25.0,1.0,2021-11-10_17h00
web,p69,spatial,oblique,25.0,1.0,2021-11-14_14h15
web,p69,spatial,oblique,25.0,1.0,2021-11-14_21h22
web,p69,spatial,oblique,25.0,1.0,2021-11-14_21h26
web,p69,spatial,oblique,25.0,1.0,2021-11-14_21h51
web,p69,spatial,oblique,25.0,1.0,2021-11-14_22h49
web,p69,spatial,oblique,25.0,1.0,2021-11-14_23h25
web,p69,spatial,oblique,25.0,0.8,2021-11-10_16h51
web,p69,spatial,oblique,25.0,0.9,2021-11-14_13h54
web,p69,spatial,oblique,25.0,1.0,2021-11-14_14h02
web,p69,spatial,oblique,25.0,1.0,2021-11-14_22h53
web,p69,spatial,oblique,25.0,1.0,2021-11-14_23h35
web,p69,spatial,oblique,3.57,0.6,2021-11-10_17h00
web,p69,spatial,oblique,3.57,0.3,2021-11-14_14h15
web,p69,spatial,oblique,3.57,0.5,2021-11-14_21h22
web,p69,spatial,oblique,3.57,0.4,2021-11-14_21h26
web,p69,spatial,oblique,3.57,0.5,2021-11-14_21h51
web,p69,spatial,oblique,3.57,0.5,2021-11-14_22h49
web,p69,spatial,oblique,3.57,0.6,2021-11-14_23h25
web,p69,spatial,oblique,3.57,0.8,2021-11-10_16h51
web,p69,spatial,oblique,3.57,0.7,2021-11-14_13h54
web,p69,spatial,oblique,3.57,0.3,2021-11-14_14h02
web,p69,spatial,oblique,3.57,0.5,2021-11-14_22h53
web,p69,spatial,oblique,3.57,0.7,2021-11-14_23h35
web,p69,spatial,oblique,7.14,0.8,2021-11-10_17h00
web,p69,spatial,oblique,7.14,0.6,2021-11-14_14h15
web,p69,spatial,oblique,7.14,0.7,2021-11-14_21h22
